objectid,subject,format,filename,date,title,NTEEC,NAICS,legal_title,ADSTREET,PHSTREET,adcity,ADSTATE,ADZIP,ADZIP5,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,TAXPER15,INCOMECD15,INCOME15,REVENUE15,longitude,latitude,AAMREG,LOCALE4,GSTREET,GCITY,GSTATE,GZIP5,
8409501773,General Museums,image/jpg,demo_001.jpg,,SAM RAYBURN LIBRARY AND MUSEUM BONHAM,,,SAM RAYBURN LIBRARY AND MUSEUM BONHAM,800 WEST SAM RAYBURN DRIVE,,BRONHAM,TX,75418,75418,,,,,9035832455,,,,,,-96.18694,33.57732,5,4,800 WEST SAM RAYBURN DRIVE,BRONHAM,TX,75418,
8404800992,History Museums,image/jpg,demo_001.jpg,2005,SAMUEL WALKER HOUSTON MUSEUM AND CULTURAL CENTER,A54,712110,SAMUEL WALKER HOUSTON MUSEUM AND CULTURAL CENTER,1604 10TH ST,,HUNTSVILLE,TX,77342-6917,77342,,,,,9362952119,HTTP://WWW.SAMHOUSTON.MEMORIAL.MUSEUM,201412,0,0,0,-95.55386,30.72464,5,3,PO BOX 6917,HUNTSVILLE,TX,77342,
8404800573,Historical Societies,image/jpg,demo_001.jpg,1974,SAN ANGELO GENEALOGICAL & HISTORICAL SOCIETY,,,SAN ANGELO GENEALOGICAL & HISTORICAL SOCIETY INC,PO BOX 3453,PO BOX 3453,SAN ANGELO,TX,76902-7690,76902,SAN ANGELO,TX,76902-7690,76902,3252680973,HTTP://SAGHS-TX.ORG/,201408,0,0,0,-100.42477,31.45355,5,1,PO BOX 3453,SAN ANGELO,TX,76902,
8404801721,Historical Societies,image/jpg,demo_001.jpg,1997,SAN ANGELO OLD TOWN CONSERVANCY,A80,,SAN ANGELO OLD TOWN CONSERVANCY INC,11546 NORTHCROSS LN,,SAN ANGELO,TX,76904-3628,76904,,,,,,,201409,0,0,0,-100.63048,31.31246,5,4,11546 NORTHCROSS LN,SAN ANGELO,TX,76904,
8404801035,Historical Societies,image/jpg,demo_001.jpg,1970,SAN ANTONIO CONSERVATION SOCIETY FOUNDATION,A80,,SAN ANTONIO CONSERVATION SOCIETY FOUNDATION,107 KING WILLIAM,,SAN ANTONIO,TX,78204-1312,78204,,,,,2105348237,HTTPS://WWW.SACONSERVATION.ORG/,201306,6,3809389,489177,-98.49053,29.41764,5,1,107 KING WILLIAM,SAN ANTONIO,TX,78204,
8404800545,Historical Societies,image/jpg,demo_001.jpg,2009,SAN ANTONIO FIRE MUSEUM SOCIETY,A50,712110,SAN ANTONIO FIRE MUSEUM SOCIETY,4835 E BEVERLY MAE DR,801 E HOUSTON ST,SAN ANTONIO,TX,78205-2024,78205,SAN ANTONIO,TX,78205-2024,78205,2102076000,HTTP://WWW.SANANTONIOFIREMUSEUM.ORG/,201412,3,99025,69854,-98.48451,29.42613,5,1,801 E HOUSTON ST,SAN ANTONIO,TX,78205,
8404801383,Historical Societies,image/jpg,demo_001.jpg,1960,SAN ANTONIO GENEALOGICAL & HISTORICAL SOCIETY,A82,,SAN ANTONIO GENEALOGICAL & HISTORICAL SOCIETY,PO BOX 790087,£911 MELISSA DR,SAN ANTONIO,TX,78279-0087,78279,SAN ANTONIO,TX,78279-0087,78279,2103425242,HTTP://WWW.TXSAGHS.ORG/,201406,3,43364,43364,-98.50618,29.5306,5,1,£911 MELISSA DR,SAN ANTONIO,TX,78279,
8409501774,General Museums,image/jpg,demo_001.jpg,,SAN ANTONIO LIVING HISTORY ASSOCIATION,,,SAN ANTONIO LIVING HISTORY ASSN,5310 SAN PEDRO,,SAN ANTONIO,TX,78212,78212,,,,,,,,,,,-98.49918,29.48243,5,2,5310 SAN PEDRO,SAN ANTONIO,TX,78212,ALHFAM
8404802078,Historical Societies,image/jpg,demo_001.jpg,,SAN ANTONIO MISSIONS NATIONAL HISTORICAL PARK,,,SAN ANTONIO MISSIONS NATIONAL HISTORICAL PARK,2202 ROOSEVELT AVENUE,,SAN ANTONIO,TX,78210,78210,,,,,2105348833,,,,,,-98.48278,29.38174,5,1,2202 ROOSEVELT AVENUE,SAN ANTONIO,TX,78210,NPS
8404800497,History Museums,image/jpg,demo_001.jpg,2015,SAN ANTONIO RAILROAD AND HERITAGE MUSEUM,A80,712110,SAN ANTONIO RAILROAD AND HERITAGE MUSEUM,PO BOX 794,,ELMENDORF,TX,78112-0794,78112,,,,,2105497794,HTTP://WWW.SARHM.COM/,201409,0,0,0,-98.37723,29.22026,5,4,PO BOX 794,ELMENDORF,TX,78112,
8404800491,Historical Societies,image/jpg,demo_001.jpg,2007,SAN ANTONIO RIVER MISSIONS DESCENDANTS,A80,712120,SAN ANTONIO RIVER MISSIONS DESCENDANTS,3723 EL PASO ST,,SAN ANTONIO,TX,78214-1802,78214,,,,,,,201212,0,0,0,-98.49306,29.36189,5,1,PO BOX 14432,SAN ANTONIO,TX,78214,
8404801225,General Museums,image/jpg,demo_001.jpg,1994,SAN ANTONIO SCOTTISH RITE LIBRARY AND MUSEUM,A50,712110,SAN ANTONIO SCOTTISH RITE LIBRARY AND MUSEUM INC,PO BOX 2239,308 AVENUE E,SAN ANTONIO,TX,78298-2239,78298,SAN ANTONIO,TX,78298-2239,78298,2102220133,HTTP://LIBRARYMUSEUM.ALBERTPIKEDEMOLAY.ORG/,201312,4,202925,202925,-98.48469,29.42786,5,1,308 AVENUE E,SAN ANTONIO,TX,78298,
8404801198,General Museums,image/jpg,demo_001.jpg,2009,SAN ANTONIO WOMENS CELEBRATION AND HALL OF FAME,P80,712110,SAN ANTONIO WOMENS CELEBRATION AND HALL OF FAME,PO BOX 461104,,SAN ANTONIO,TX,78246-1104,78246,,,,,,,201406,0,0,0,-98.4862,29.53529,5,1,PO BOX 461104,SAN ANTONIO,TX,78246,
8404800565,Historical Societies,image/jpg,demo_001.jpg,1971,SAN AUGUSTINE COUNTY HISTORICAL FOUNDATION,A82,,SAN AUGUSTINE COUNTY HISTORICAL SOCIETY,PO BOX 74,,SAN AUGUSTINE,TX,75972-0074,75972,,,,,,,201412,0,0,0,-94.1244,31.51886,5,4,PO BOX 74,SAN AUGUSTIN,TX,75972,
8404801262,Historical Societies,image/jpg,demo_001.jpg,2011,SAN BENITO HISTORICAL SOCIETY,A80,,SAN BENITO HISTORICAL SOCIETY INC,1500 ZILLOCK ROAD,,SAN BENITO,TX,78586-9017,78586,,,,,,HTTP://WWW.SANBENITOHISTORY.COM,201312,0,0,0,-97.67382,26.13484,5,2,1500 ZILLOCK RD,SAN BENITO,TX,78586,
8404800773,Historical Societies,image/jpg,demo_001.jpg,1998,SAN ELIZARIO GENEALOGY & HISTORICAL SOCIETY,H30,,SAN ELIZARIO GENEALOGY & HISTORICAL SOCIETY,PO BOX 1090,1521 SAN ELIZARIO RD,SAN ELIZARIO,TX,79849-1090,79849,SAN ELIZARIO,TX,79849-1090,79849,9158511682,HTTP://WWW.EPCOUNTY.COM/SANELIZARIOMUSEUM/DEFAULT.HTM,201412,3,51458,51458,-106.27296,31.58532,5,2,1521 SAN ELIZARIO RD,SAN ELIZARIO,TX,79849,
8409501775,General Museums,image/jpg,demo_001.jpg,,SAN FELIPE DE AUSTIN,,,SAN FELIPE DE AUSTIN,PO BOX 17,,SAN FELIPE,TX,77473,77473,,,,,9798852181,HTTP://WWW.VISITSANFELIPEDEAUSTIN.COM/INDEX.ASPX?PAGE=17,,,,,-96.09101,29.79274,5,4,PO BOX 17,SAN FELIPE,TX,77473,ALHFAM
8404800927,Historical Societies,image/jpg,demo_001.jpg,2003,SAN JACINTO BATTLE GROUND ASSOCIATION,A80,712120,SAN JACINTO BATTLE GROUND ASSOC,PO BOX 940536,,HOUSTON,TX,77094-7536,77094,,,,,,HTTPS://WWW.FRIENDSOFSANJACINTO.COM/,201312,3,88221,88221,-95.69344,29.77566,5,2,PO BOX 940536,HOUSTON,TX,77094,
8404800044,Historical Societies,image/jpg,demo_001.jpg,,SAN JACINTO COUNTY JAIL,,,SAN JACINTO COUNTY JAIL,SLADE ST,,COLDSPRING,TX,77331,77331,,,,,9366532009,,,,,,-95.12407,30.62285,5,4,SLADE ST,COLDSPRING,TX,77331,
8404800053,History Museums,image/jpg,demo_001.jpg,1940,SAN JACINTO MUSEUM,A54,712110,SAN JACINTO MUSEUM OF HISTORY ASSOCIATION,510 BERING DR,,HOUSTON,TX,77057,77057,,,,,7139748836,,201312,6,2300662,1889312,-95.06574,29.68873,5,2,1 MONUMENT CIR,LA PORTE,TX,77571,
8404801062,Historical Societies,image/jpg,demo_001.jpg,1978,SAN PATRICIO RESTORATION SOCIETY,A82,,SAN PATRICIO RESTORATION SOCIETY INC,4638 MAIN ST,,MATHIS,TX,78368-4430,78368,,,,,3613879547,HTTP://CITYOFSANPATRICIO.ORG/RESTORATION_SOCIETY,201312,3,74637,38405,-97.77233,27.95317,5,4,4638 MAIN ST,MATHIS,TX,78368,
8404801457,Historical Societies,image/jpg,demo_001.jpg,1977,SAN SABA COUNTY HISTORICAL MUSEUM FOUNDATION,,712110,SAN SABA COUNTY HISTORICAL MUSEUM FOUNDATION,PO BOX 242,,SAN SABA,TX,76877-0242,76877,,,,,,HTTP://WWW.SANSABAMUSEUM.ORG/,201412,0,0,0,-98.72289,31.19668,5,3,PO BOX 242,SAN SABA,TX,76877,
8404801638,General Museums,image/jpg,demo_001.jpg,,SAND CRAWL MUSEUM,A50,,SAND CRAWL MUSEUM,PO BOX 867,801 MAIN STREET,OLTON,TX,79064,79064,OLTON,TX,79064,79064,8062857772,,,,,,-102.12827,34.18957,5,4,801 MAIN STREET,OLTON,TX,79064,
8404801780,Historical Societies,image/jpg,demo_001.jpg,2000,SANGER AREA HISTORICAL SOCIETY,A80,,SANGER AREA HISTORICAL SOCIETY,PO BOX 245,216 DIANE DRIVE,SANGER,TX,76266,76266,SANGER,TX,76266,76266,9404587739,,201412,0,0,0,-97.17779,33.35275,5,3,216 DIANE DRIVE,SANGER,TX,76266,
8404800519,Historical Societies,image/jpg,demo_001.jpg,2007,SANTA FE HISTORICAL RAILWAY MUSEUM,A50,712110,SANTA FE HISTORICAL RAILWAY MUSEUMINC,600 S TYLER SUITE 1406,,AMARILLO,TX,79101-2353,79101,,,,,,,201312,1,842,842,-101.84113,35.20596,5,1,600 S TYLER 1406 CHASE T,AMARILLO,TX,79101,
8404800840,Historical Societies,image/jpg,demo_001.jpg,2006,SAVE OLD CLEBURNE,A80,712120,SAVE OLD CLEBURNE INCORPORATED,PO BOX 711,,CLEBURNE,TX,76033-0711,76033,,,,,,HTTP://WWW.SOC-CLEBURNE.COM/,201412,0,0,0,-97.41958,32.33445,5,3,PO BOX 711,CLEBURNE,TX,76033,
8404800515,Historical Societies,image/jpg,demo_001.jpg,2010,SCHOLA SAINT GEORGE,A80,712120,SCHOLA SAINT GEORGE LTD INC,209 DOVER DR,,RICHARDSON,TX,75080-5819,75080,,,,,,,201412,0,0,0,-96.82844,32.79505,5,1,2025 IRVING BLVD,DALLAS,TX,75207,
8404800063,General Museums,image/jpg,demo_001.jpg,,SCHREINER MANSION MUSEUM,,,SCHREINER MANSION MUSEUM,226 EARL GARRETT ST,,KERRVILLE,TX,78028,78028,,,,,8308968633,HTTP://WWW.SCHREINER.EDU/MANSION/,,,,,-99.14045,30.04575,5,3,226 EARL GARRETT ST,KERRVILLE,TX,78028,
8404800856,Historical Societies,image/jpg,demo_001.jpg,2003,SCHULENBURG HISTORICAL MUSEUM,B90,712110,SCHULENBURG HISTORICAL MUSEUM,631 NORTH MAIN STREET,,SCHULENBURG,TX,78956,78956,,,,,9797434514,,201312,0,0,0,-96.90716,29.68007,5,3,631 N MAIN ST,SCHULENBURG,TX,78956,
8404800870,General Museums,image/jpg,demo_001.jpg,2011,SCRIPTORIUM BIBLICAL HERITAGE MUSEUM,A50,712110,THE SCRIPTORIUM BIBLICAL HERITAGE MUSEUM,1606 WASHINGTON AVE,,WACO,TX,76701,76701,,,,,,,201409,0,0,0,-97.14188,31.54947,5,1,1606 WASHINGTON AVE,WACO,TX,76701,
8409501780,General Museums,image/jpg,demo_001.jpg,,SCURRY COUNTY MUSEUM,,,SCURRY COUNTY MUSEUM,6200 COLLEGE AVE,,SNYDER,TX,79549,79549,,,,,3255736107,HTTP://SCURRYCOUNTYMUSEUM.ORG/,,,,,-100.91918,32.67773,5,4,6200 COLLEGE AVE,SNYDER,TX,79549,
8404801879,Historical Societies,image/jpg,demo_001.jpg,1986,SEALY AREA HISTORICAL SOCIETY,,813920,SEALY AREA HISTORICAL SOCIETY,PO BOX 585,,SEALY,TX,77474,77474,,,,,,HTTP://WWW.SEALYHISTORICALSOCIETY.ORG/,201306,0,0,0,-96.16011,29.77982,5,3,PO BOX 585,SEALY,TX,77474,
8404801053,General Museums,image/jpg,demo_001.jpg,1977,SECURITY FORCES MUSEUM FOUNDATION,A50,712110,SECURITY FORCES MUSEUM FOUNDATION,2011 FELDTMANN TRAIL,,SAN ANTONIO,TX,78251,78251,,,,,,HTTP://WWW.SECURITYFORCESMUSEUM.ORG/,201412,0,0,0,-98.63646,29.40751,5,1,PO BOX 276412,SAN ANTONIO,TX,78227,
8404801384,Historical Societies,image/jpg,demo_001.jpg,1954,SEGUIN CONSERVATION SOCIETY,A80,712120,SEGUIN CONSERVATION SOCIETY,703 JOHNSON AVE,415 S RIVER ST,SEGUIN,TX,78156-0245,78156,SEGUIN,TX,78156-0245,78156,8303720309,HTTP://WWW.SEGUINCONSERVATION.ORG/,201312,3,77611,75807,-97.9633,29.56646,5,3,415 S RIVER ST,SEGUIN,TX,78156,
8404800428,Historical Societies,image/jpg,demo_001.jpg,2003,SEGUIN DESCENDANTS HISTORICAL PRESERVATION,M23,624230,1ST PRIORITY SEARCH & RECOVERY,10076 COUNTY ROAD 311,,PLANTERSVILLE,TX,77363-8017,77363,,,,,9368943238,HTTP://WWW.SEGUINDESCENDANTSHP.COM/,201312,0,0,0,-95.89538,30.35629,5,4,10076 COUNTY ROAD 311,PLANTERSVILL,TX,77363,
8404800402,Historical Societies,image/jpg,demo_001.jpg,2013,SHANKLEVILLE HISTORICAL SOCIETY,A80,,SHANKLEVILLE HISTORICAL SOCIETY INC,1411 PECOS STREET,,DALLAS,TX,75204-5409,75204,,,,,,HTTP://WWW.SHANKLEVILLE.ORG,201403,0,0,0,-96.78414,32.79518,5,1,1411 PECOS ST,DALLAS,TX,75204,
8404801530,General Museums,image/jpg,demo_001.jpg,,SHELBY AMERICAN MUSEUM,A50,,SHELBY AMERICAN MUSEUM,3540 IRVING BLVD,5020 CHAPARRAL COURT,DALLAS,TX,75247,75247,BOULDER,CO,75247,75247,3035169565,HTTP://WWW.SHELBYAMERICANCOLLECTION.ORG,,,,,-105.20304,40.06578,5,1,5020 CHAPARRAL COURT,BOULDER,CO,75247,
8404800778,Historical Societies,image/jpg,demo_001.jpg,2014,SHELBY AREA HISTORICAL SOCIETY,A99,,SHELBY AREA HISTORICAL SOCIETY,6755 SKULL CREEK RD,,FAYETTEVILLE,TX,78940-7894,78940,,,,,,,201312,0,0,0,-96.59375,30.05286,5,4,4239 WAGNER RD,ROUND TOP,TX,78954,
8404801468,General Museums,image/jpg,demo_001.jpg,,SHELBY COUNTY MUSEUM,A82,,SHELBY COUNTY MUSEUM,PO BOX 1542,P O BOX 1542 230 PECAN STREET,CENTER,TX,75935-1542,75935,CENTER,TX,75935-1542,75935,9365983613,HTTP://WWW.SHELBYCOUNTYTEXASHISTORY.NET/,,,,,-94.21388,31.76729,5,4,P O BOX 1542 230 PECAN STREET,CENTER,TX,75935,
8404800059,General Museums,image/jpg,demo_001.jpg,,SHERMAN COUNTY DEPOT MUSEUM,,,SHERMAN COUNTY DEPOT MUSEUM,17 N MAIN ST,17 NORTH MAIN STREET,STRATFORD,TX,79084,79084,STRATFORD,TX,79084,79084,8063962582,HTTP://TEXASPLAINSTRAIL.COM/PLAN-YOUR-ADVENTURE/HISTORIC-SITES-AND-CITIES/SITES/SHERMAN-COUNTY-DEPOT-MUSEUM,,,,,-102.03128,36.23179,5,4,17 NORTH MAIN STREET,STRATFORD,TX,79084,
8404801538,Historical Societies,image/jpg,demo_001.jpg,1984,SHERMAN COUNTY HISTORICAL SOCIETY,A82,,SHERMAN COUNTY HISTORICAL SOCIETY INC,PO BOX 1248,,STRATFORD,TX,79084,79084,,,,,,,201412,0,0,0,-102.03128,36.23179,5,4,PO BOX 1248,STRATFORD,TX,79084,
8404800075,General Museums,image/jpg,demo_001.jpg,,SHERMAN JAZZ MUSEUM,,,SHERMAN JAZZ MUSEUM,201 E LAMAR ST,,SHERMAN,TX,75090,75090,,,,,9038935673,HTTP://WWW.SHERMANJAZZMUSEUM.COM,,,,,-96.60747,33.63621,5,1,201 E LAMAR ST,SHERMAN,TX,75090,
8404801456,History Museums,image/jpg,demo_001.jpg,1977,SHERMAN MUSEUM,A54,712110,THE SHERMAN MUSEUM,301 S WALNUT ST,,SHERMAN,TX,75090-7152,75090,,,,,9038937623,HTTP://WWW.THESHERMANMUSEUM.ORG/,201312,4,264052,222584,-96.60715,33.63462,5,1,301 S WALNUT ST,SHERMAN,TX,75090,
8404801513,Historical Societies,image/jpg,demo_001.jpg,1982,SHERMAN PRESERVATION LEAGUE,A80,,SHERMAN PRESERVATION LEAGUE,PO BOX 159,915 S CROCKETT STREET,SHERMAN,TX,75091-0159,75091,SHERMAN,TX,75091-0159,75091,9038934067,,201412,3,52950,52950,-96.60779,33.62753,5,1,915 S CROCKETT STREET,SHERMAN,TX,75091,
8404801331,General Museums,image/jpg,demo_001.jpg,2002,SHOOTING STAR MUSEUM,A50,712110,SHOOTING STAR MUSEUM,5445 COUNTY ROAD 5710,,DEVINE,TX,78016-4025,78016,,,,,8309313837,HTTP://WWW.EVENTCRAZY.COM,201312,3,39934,,-98.92008,29.26228,5,4,5445 COUNTY ROAD 5710,DEVINE,TX,78016,
8404800082,Historical Societies,image/jpg,demo_001.jpg,,SIDBURY HOUSE,,,SIDBURY HOUSE,1609 N CHAPARRAL ST,,CORPUS CHRISTI,TX,78401,78401,,,,,3618839352,,,,,,-97.39531,27.80651,5,1,1609 N CHAPARRAL ST,CORPUS CHRISTI,TX,78401,
8404801743,Historical Societies,image/jpg,demo_001.jpg,2012,SILVER CREEK HERITAGE SOCIETY,A80,,SILVER CREEK HERITAGE SOCIETY,107 FOX GLEN CIRCLE,,IRVING,TX,75062-3800,75062,,,,,,,201312,0,0,0,-97.64601,32.83718,5,4,6508 S FM 730,AZLE,TX,76020,
8404800548,Historical Societies,image/jpg,demo_001.jpg,,SINTON HISTORICAL MUSEUM,,,SINTON TX HISTORICAL MUSEUM,210 S SAN PATRICIO ST,,SINTON,TX,78387-2417,78387,,,,,,,,,,,-97.5166,28.0382,5,3,210 S SAN PATRICIO ST,SINTON,TX,78387,
8404800077,History Museums,image/jpg,demo_001.jpg,1984,SIXTH FLOOR MUSEUM AT DEALEY PLAZA,A54,712110,DALLAS COUNTY HISTORICAL FOUNDATION,411 ELM ST,,DALLAS,TX,75202,75202,,,,,2147476660,HTTP://WWW.JFK.ORG,201309,7,6730536,6253487,-96.80933,32.77874,5,1,411 ELM ST STE 120,DALLAS,TX,75202,
8404801451,General Museums,image/jpg,demo_001.jpg,1977,SLATON MUSEUM,A50,712110,SLATON MUSEUM,1155 W GARZA,1155 W GARZA ST,SLATON,TX,79364,79364,SLATON,TX,79364,79364,8068286101,,201206,0,0,0,-101.65605,33.43558,5,3,1155 W GARZA ST,SLATON,TX,79364,
8404801844,Historical Societies,image/jpg,demo_001.jpg,1964,SMITH COUNTY HISTORICAL SOCIETY,A82,,SMITH COUNTY HISTORICAL SOCIETY,125 S COLLEGE AVE,,TYLER,TX,75702-7216,75702,,,,,,HTTP://SMITHCOUNTYHISTORICALSOCIETY.ORG,201312,4,102485,102485,-95.30199,32.34986,5,1,125 S COLLEGE AVE,TYLER,TX,75702,
8404800936,Historical Societies,image/jpg,demo_001.jpg,1975,SMITHVILLE HERITAGE SOCIETY,,,SMITHVILLE HERITAGE SOCIETY INC,602 MAIN ST,,SMITHVILLE,TX,78957-1433,78957,,,,,5122374545,,201406,0,0,0,-97.16848,30.01405,5,4,PO BOX 332,SMITHVILLE,TX,78957,
8404801172,Historical Societies,image/jpg,demo_001.jpg,1989,SOMERSET HISTORICAL SOCIETY,,,SOMERSET HISTORICAL SOCIETY,13502 SYRACUSE,10649 SOMERSET PIKE,SAN ANTONIO,TX,78249,78249,SOMERSET,PA,78249,78249,8144456077,HTTP://WWW.SOMERSETHISTORICALCENTER.ORG,201412,0,0,0,-79.08257,40.07369,2,4,10649 SOMERSET PIKE,SOMERSET,PA,78249,
8404801400,Historical Societies,image/jpg,demo_001.jpg,1967,SOMERVELL COUNTY HISTORICAL SOCIETY,A82,,SOMERVELL COUNTY HISTORICAL SOCIETY,POST OFFICE BOX 669,101 VERNON ST,GLEN ROSE,TX,76043,76043,GLEN ROSE,TX,76043,76043,2548980640,HTTPS://WWW.FACEBOOK.COM/SOMERVELLCOUNTYMUSEUM,201209,0,0,0,-97.76232,32.22905,5,4,101 VERNON ST,GLEN ROSE,TX,76043,
8404801085,Historical Societies,image/jpg,demo_001.jpg,1979,SOMERVILLE HISTORICAL SOCIETY,A23,,SOMERVILLE HISTORICAL SOCIETY,PO BOX 782,651/655 AVENUE A,SOMERVILLE,TX,77879-7787,77879,SOMERVILLE,TX,77879-7787,77879,9795961604,,201312,0,0,0,-96.5852,30.34773,5,4,651/655 AVENUE A,SOMERVILLE,TX,77879,
8404801373,Historical Societies,image/jpg,demo_001.jpg,1949,SONS OF THE REPUBLIC OF TEXAS,A82,712120,SONS OF THE REPUBLIC OF TEXAS,1717 EIGHTH ST,,BAY CITY,TX,77414-5182,77414,,,,,9792456644,,201312,4,137584,127280,-95.96987,28.98417,5,3,1717 EIGHTH ST,BAY CITY,TX,77414,
8404801065,History Museums,image/jpg,demo_001.jpg,1980,SOPHIENBURG MUSEUM AND ARCHIVES,A54,712110,SOPHIENBURG MEMORIAL ASSOCIATION,401 W COLL ST,,NEW BRAUNFELS,TX,78130,78130,,,,,8306291572,HTTP://WWW.SOPHIENBURG.COM,201312,4,380307,225956,-98.12469,29.69738,5,1,401 W COLL ST,NEW BRAUNFEL,TX,78130,
8404800481,General Museums,image/jpg,demo_001.jpg,2006,SOUTH AUSTIN MUSEUM OF POPULAR CULTURE,A50,712110,SOUTH AUSTIN MUSEUM OF POPULAR CULTURE,1516 S LAMAR BLVD STE B,,AUSTIN,TX,78704-2923,78704,,,,,,,201312,3,92808,92808,-97.76509,30.2518,5,1,1516 S LAMAR BLVD,AUSTIN,TX,78704,
8404801434,General Museums,image/jpg,demo_001.jpg,,SOUTH PLAINS MUSEUM ASSOCIATION,,,SOUTH PLAINS MUSEUM ASSOCIATION,PO BOX 1304,,LEVELLAND,TX,79336,79336,,,,,,,,,,,-102.36875,33.58839,5,3,PO BOX 1304,LEVELLAND,TX,79336,
8404801387,Historical Societies,image/jpg,demo_001.jpg,1961,SOUTH TEXAS HISTORICAL ASSOCIATION,A82,,SOUTH TEXAS HISTORICAL ASSOCIATION,MSC 197,700 UNIVERSITY BLVD,KINGSVILLE,TX,78363-7836,78363,MSC 178 KINGSVILLE,TX,78363-7836,78363,3615933401,HTTP://JOURNALOFSOUTHTEXAS.WIX.COM:80/JOURNALOFSOUTHTEXAS,201412,0,0,0,-97.84754,27.44889,5,4,700 UNIVERSITY BLVD,MSC 178 KINGSVILLE,TX,78363,
8404800673,General Museums,image/jpg,demo_001.jpg,2009,SOUTH TEXAS MOTORCYCLE MUSEUM,A50,712110,SOUTH TEXAS MOTORCYCLE MUSEUM,4403 E RICHARDSON RD,4705 E RICHARDSON RD,EDINBURG,TX,78542,78542,EDINBURG,TX,78542,78542,9562920770,HTTP://STXMM.ORG/,201312,0,0,0,-98.10931,26.30571,5,4,4705 E RICHARDSON RD,EDINBURG,TX,78542,
8404801533,General Museums,image/jpg,demo_001.jpg,,SOUTH WEST AEROSPACE MUSEUM,,,SOUTH WEST AEROSPACE MUSEUM INC,300 N SPUR 341,,FORT WORTH,TX,76108,76108,,,,,8177354143,,,,,,-97.48833,32.76361,5,1,300 N SPUR 341,FORT WORTH,TX,76108,
8404800893,General Museums,image/jpg,demo_001.jpg,2012,SOUTHERN APACHE MUSEUM,A50,712110,SOUTHERN APACHE MUSEUM INC,550 NORTHWEST MALL,,HOUSTON,TX,77092,77092,,,,,2816861462,,201312,0,0,0,-95.45772,29.80215,5,1,550 NORTHWEST MALL,HOUSTON,TX,77092,
8404801643,Historical Societies,image/jpg,demo_001.jpg,1996,SOUTHLAKE HISTORICAL SOCIETY,A80,,SOUTHLAKE HISTORICAL SOCIETY INC,PO BOX 92825,,SOUTHLAKE,TX,76092-0825,76092,,,,,,,201408,0,0,0,-97.17715,32.96349,5,2,PO BOX 92825,SOUTHLAKE,TX,76092,
8404801689,Historical Societies,image/jpg,demo_001.jpg,1996,SOUTHSIDE PRESERVATION ASSOCIATION,B60,611699,SOUTHSIDE PRESERVATION ASSOCIATION,1519 LIPSCOMB ST,,FORT WORTH,TX,76104-4766,76104,,,,,8179262800,HTTP://SOUTHSIDEPRESERVATION.COM,201312,4,253757,253757,-97.33321,32.72802,5,1,1519 LIPSCOMB ST,FORT WORTH,TX,76104,
8404800080,General Museums,image/jpg,demo_001.jpg,1983,SOUTHWEST DAIRY CENTER AND MUSEUM,A50,712110,SOUTHWEST DAIRY MUSEUM INC,1210 HOUSTON ST,,SULPHUR SPRINGS,TX,75482,75482,,,,,9034396455,HTTPS://WWW.SOUTHWESTDAIRYFARMERS.COM/,201312,7,8689664,8672590,-95.61918,33.14145,5,3,1210 HOUSTON ST,SULPHUR SPGS,TX,75482,
8404800736,General Museums,image/jpg,demo_001.jpg,2010,SOUTHWEST MASONIC MUSEUM & LIBRARY,A50,712110,SOUTHWEST MASONIC MUSEUM & LIBRARY,5234 NORTH BRAESWOOD BLVD,4055 WEST BELLFORT ST,HOUSTON,TX,77096-2547,77096,HOUSTON,TX,77096-2547,77096,2818300719,,201206,0,0,0,-95.44288,29.67318,5,1,4055 WEST BELLFORT ST,HOUSTON,TX,77096,
8404800620,General Museums,image/jpg,demo_001.jpg,2007,SOUTHWEST MUSEUM OF CLOCKS & WATCHES,A50,712110,SOUTHWEST MUSEUM OF CLOCKS &WATCHES,101 E SAN ANTONIO ST,,LOCKHART,TX,78644-2131,78644,,,,,5126583853,HTTP://WWW.SWMUSEUMOFCLOCKS.ORG/,201312,0,0,0,-97.67233,29.88481,5,3,101 E SAN ANTONIO ST,LOCKHART,TX,78644,
8409400625,General Museums,image/jpg,demo_001.jpg,2014,SOUTHWEST TEXAS CHILDRENS MUSEUM,A52,712110,SOUTHWEST TEXAS CHILDRENS MUSEUM,2662 GARNER FIELD RD,,UVALDE,TX,78801-6286,78801,,,,,,,,0,,,-99.75201,29.21827,5,3,2662 GARNER FIELD RD,UVALDE,TX,78801,
8404801117,General Museums,image/jpg,demo_001.jpg,,SOUTHWESTERN MUSEUM OF CULTURAL HISTORY,A54,,SOUTHWESTERN MUSEUM OF CULTURAL HISTORY,11232 LEO COLLINS,,EL PASO,TX,79936,79936,,,,,,,,,,,-106.31403,31.75868,5,1,11232 LEO COLLINS,EL PASO,TX,79936,
8404801736,Historical Societies,image/jpg,demo_001.jpg,1998,SOUTHWESTERN PIONEER WINDMILL ASSOCIATION,A99,,SOUTHWESTERN PIONEER WINDMILL ASSOCIATION,PO BOX 805,,SPEARMAN,TX,79081-0805,79081,,,,,,,201312,3,36091,36091,-101.19396,36.19421,5,3,PO BOX 805,SPEARMAN,TX,79081,
